User_ID,Date,Transaction_Amount,Transaction_Type,Savings,Life_Event,Age,Occupation,Location,Month,Transaction_Frequency,Monthly_Spending,Cumulative_Savings,Event_Timeframe
1,2020-09-26,3639.09,Savings,0.0,-,45,Student,Chicago,2020-09,1,3639.09,0.0,-1228
1,2022-10-13,4806.25,Healthcare,0.0,-,45,Student,Chicago,2022-10,1,4806.25,0.0,-481
1,2021-12-20,3739.13,Healthcare,0.0,-,45,Student,Chicago,2021-12,1,3739.13,0.0,-778
1,2022-03-02,1790.2,Savings,0.0,-,45,Student,Chicago,2022-03,1,1790.2,0.0,-706
1,2020-07-06,2718.05,Groceries,0.0,-,45,Student,Chicago,2020-07,1,2718.05,0.0,-1310
1,2023-03-26,4012.96,Groceries,0.0,-,45,Student,Chicago,2023-03,1,4012.96,0.0,-317
1,2021-06-04,3863.5,Savings,0.0,-,45,Student,Chicago,2021-06,1,3863.5,0.0,-977
1,2021-10-09,37.56,Entertainment,0.0,-,45,Student,Chicago,2021-10,1,37.56,0.0,-850
1,2021-08-15,3559.6,Entertainment,0.0,-,45,Student,Chicago,2021-08,1,3559.6,0.0,-905
1,2020-10-15,3033.74,Rent,0.0,-,45,Student,Chicago,2020-10,2,6124.969999999999,0.0,-1209
1,2020-08-18,3258.87,Savings,0.0,-,45,Student,Chicago,2020-08,1,3258.87,0.0,-1267
1,2020-05-14,4251.69,Savings,0.0,-,45,Student,Chicago,2020-05,1,4251.69,0.0,-1363
1,2022-07-18,486.1,Healthcare,0.0,-,45,Student,Chicago,2022-07,1,486.1,0.0,-568
1,2020-04-08,2960.58,Entertainment,0.0,-,45,Student,Chicago,2020-04,1,2960.58,0.0,-1399
1,2022-08-18,1920.81,Entertainment,0.0,-,45,Student,Chicago,2022-08,1,1920.81,0.0,-537
1,2022-10-25,2810.77,Entertainment,0.0,-,45,Student,Chicago,2022-10,1,2810.77,0.0,-469
1,2021-01-27,3556.21,Rent,0.0,-,45,Student,Chicago,2021-01,2,8267.8,0.0,-1105
1,2022-06-10,548.38,Groceries,0.0,-,45,Student,Chicago,2022-06,1,548.38,0.0,-606
1,2021-07-17,2820.75,Savings,0.0,-,45,Student,Chicago,2021-07,1,2820.75,0.0,-934
1,2021-04-29,1253.97,Healthcare,0.0,-,45,Student,Chicago,2021-04,1,1253.97,0.0,-1013
1,2023-04-09,1023.28,Healthcare,0.0,-,45,Student,Chicago,2023-04,1,1023.28,0.0,-303
1,2023-03-29,2998.34,Entertainment,0.0,-,45,Student,Chicago,2023-03,1,2998.34,0.0,-314
1,2023-01-14,4403.53,Rent,0.0,-,45,Student,Chicago,2023-01,1,4403.53,0.0,-388
1,2021-07-10,1485.21,Healthcare,0.0,-,45,Student,Chicago,2021-07,1,1485.21,0.0,-941
1,2021-10-07,2288.11,Savings,0.0,-,45,Student,Chicago,2021-10,1,2288.11,0.0,-852
1,2023-09-25,4463.87,Entertainment,0.0,-,45,Student,Chicago,2023-09,1,4463.87,0.0,-134
1,2023-10-03,1787.93,Groceries,0.0,-,45,Student,Chicago,2023-10,1,1787.93,0.0,-126
1,2023-11-09,1147.4,Groceries,0.0,-,45,Student,Chicago,2023-11,1,1147.4,0.0,-89
1,2021-09-19,1769.32,Entertainment,0.0,-,45,Student,Chicago,2021-09,1,1769.32,0.0,-870
1,2023-10-14,831.63,Entertainment,0.0,-,45,Student,Chicago,2023-10,1,831.63,0.0,-115
2,2021-10-10,2429.3,Groceries,0.0,-,22,Salaried,San Francisco,2021-10,1,2429.3,0.0,-849
2,2023-06-11,1694.7,Entertainment,0.0,-,22,Salaried,San Francisco,2023-06,1,1694.7,0.0,-240
2,2023-10-29,1101.63,Groceries,0.0,-,22,Salaried,San Francisco,2023-10,1,1101.63,0.0,-100
2,2023-02-10,333.81,Rent,0.0,-,22,Salaried,San Francisco,2023-02,1,333.81,0.0,-361
2,2021-07-17,1241.91,Rent,0.0,-,22,Salaried,San Francisco,2021-07,2,4725.1,0.0,-934
2,2023-11-11,1511.38,Groceries,0.0,-,22,Salaried,San Francisco,2023-11,1,1511.38,0.0,-87
2,2022-08-09,194.07,Groceries,0.0,-,22,Salaried,San Francisco,2022-08,1,194.07,0.0,-546
2,2020-01-02,2518.37,Healthcare,0.0,-,22,Salaried,San Francisco,2020-01,1,2518.37,0.0,-1496
2,2023-06-02,3175.41,Rent,0.0,-,22,Salaried,San Francisco,2023-06,1,3175.41,0.0,-249
2,2022-12-12,2452.37,Savings,0.0,-,22,Salaried,San Francisco,2022-12,1,2452.37,0.0,-421
2,2024-01-02,3810.48,Entertainment,0.0,-,22,Salaried,San Francisco,2024-01,1,3810.48,0.0,-35
2,2021-02-04,3643.8,Healthcare,0.0,-,22,Salaried,San Francisco,2021-02,1,3643.8,0.0,-1097
2,2022-06-02,4917.28,Entertainment,0.0,-,22,Salaried,San Francisco,2022-06,1,4917.28,0.0,-614
2,2022-01-21,3993.74,Groceries,0.0,-,22,Salaried,San Francisco,2022-01,1,3993.74,0.0,-746
2,2023-02-21,2545.91,Healthcare,0.0,-,22,Salaried,San Francisco,2023-02,1,2545.91,0.0,-350
2,2021-10-21,1636.53,Savings,0.0,-,22,Salaried,San Francisco,2021-10,1,1636.53,0.0,-838
2,2021-02-06,3558.64,Entertainment,0.0,-,22,Salaried,San Francisco,2021-02,1,3558.64,0.0,-1095
2,2023-03-17,3229.41,Savings,0.0,-,22,Salaried,San Francisco,2023-03,1,3229.41,0.0,-326
2,2021-05-03,3457.78,Rent,0.0,-,22,Salaried,San Francisco,2021-05,1,3457.78,0.0,-1009
2,2022-05-21,696.23,Savings,0.0,-,22,Salaried,San Francisco,2022-05,2,1913.07,0.0,-626
2,2021-04-17,1053.27,Rent,0.0,-,22,Salaried,San Francisco,2021-04,1,1053.27,0.0,-1025
2,2020-09-19,3303.32,Rent,0.0,-,22,Salaried,San Francisco,2020-09,1,3303.32,0.0,-1235
2,2021-09-15,2780.45,Savings,0.0,-,22,Salaried,San Francisco,2021-09,2,3210.31,0.0,-874
2,2022-05-30,1216.84,Savings,0.0,-,22,Salaried,San Francisco,2022-05,2,1913.07,0.0,-617
2,2021-03-28,4503.09,Entertainment,0.0,-,22,Salaried,San Francisco,2021-03,2,5661.71,0.0,-1045
2,2022-10-11,1701.76,Entertainment,0.0,-,22,Salaried,San Francisco,2022-10,1,1701.76,0.0,-483
2,2022-03-26,4234.84,Savings,0.0,-,22,Salaried,San Francisco,2022-03,1,4234.84,0.0,-682
2,2020-05-31,2028.5,Groceries,0.0,-,22,Salaried,San Francisco,2020-05,1,2028.5,0.0,-1346
2,2021-09-19,429.86,Savings,0.0,-,22,Salaried,San Francisco,2021-09,2,3210.31,0.0,-870
2,2023-12-16,3348.25,Entertainment,0.0,-,22,Salaried,San Francisco,2023-12,1,3348.25,0.0,-52
2,2023-02-09,516.34,Entertainment,0.0,-,22,Salaried,San Francisco,2023-02,1,516.34,0.0,-362
2,2020-06-01,35.26,Rent,0.0,-,22,Salaried,San Francisco,2020-06,1,35.26,0.0,-1345
2,2022-04-01,2247.64,Healthcare,0.0,-,22,Salaried,San Francisco,2022-04,1,2247.64,0.0,-676
2,2020-06-09,100.2,Healthcare,0.0,-,22,Salaried,San Francisco,2020-06,1,100.2,0.0,-1337
2,2022-03-26,3734.99,Entertainment,0.0,-,22,Salaried,San Francisco,2022-03,1,3734.99,0.0,-682
2,2021-02-04,1547.22,Savings,0.0,-,22,Salaried,San Francisco,2021-02,1,1547.22,0.0,-1097
2,2022-08-12,1844.9,Healthcare,0.0,-,22,Salaried,San Francisco,2022-08,1,1844.9,0.0,-543
2,2021-07-16,4461.31,Entertainment,0.0,-,22,Salaried,San Francisco,2021-07,1,4461.31,0.0,-935
2,2020-01-27,3976.11,Groceries,0.0,-,22,Salaried,San Francisco,2020-01,1,3976.11,0.0,-1471
2,2020-10-10,3347.93,Groceries,0.0,-,22,Salaried,San Francisco,2020-10,1,3347.93,0.0,-1214
2,2021-03-28,1158.62,Entertainment,0.0,-,22,Salaried,San Francisco,2021-03,2,5661.71,0.0,-1045
2,2021-06-30,3845.08,Groceries,0.0,-,22,Salaried,San Francisco,2021-06,1,3845.08,0.0,-951
2,2023-04-10,4702.89,Healthcare,0.0,-,22,Salaried,San Francisco,2023-04,1,4702.89,0.0,-302
2,2022-12-05,4575.17,Entertainment,0.0,-,22,Salaried,San Francisco,2022-12,1,4575.17,0.0,-428
2,2022-11-26,4642.31,Groceries,0.0,-,22,Salaried,San Francisco,2022-11,1,4642.31,0.0,-437
2,2020-10-28,4833.61,Entertainment,0.0,-,22,Salaried,San Francisco,2020-10,1,4833.61,0.0,-1196
2,2021-11-30,4266.52,Healthcare,0.0,-,22,Salaried,San Francisco,2021-11,1,4266.52,0.0,-798
2,2022-09-07,962.65,Groceries,0.0,-,22,Salaried,San Francisco,2022-09,1,962.65,0.0,-517
2,2023-07-03,2431.55,Rent,0.0,-,22,Salaried,San Francisco,2023-07,1,2431.55,0.0,-218
2,2021-07-19,3483.19,Rent,0.0,-,22,Salaried,San Francisco,2021-07,2,4725.1,0.0,-932
3,2023-08-04,3359.01,Rent,0.0,-,38,Retired,Austin,2023-08,1,3359.01,0.0,-186
3,2020-06-03,1483.5,Rent,0.0,-,38,Retired,Austin,2020-06,1,1483.5,0.0,-1343
3,2022-02-23,4244.86,Groceries,0.0,-,38,Retired,Austin,2022-02,1,4244.86,0.0,-713
3,2020-09-02,1803.86,Healthcare,0.0,-,38,Retired,Austin,2020-09,1,1803.86,0.0,-1252
3,2022-01-28,2104.71,Rent,0.0,-,38,Retired,Austin,2022-01,1,2104.71,0.0,-739
3,2022-07-09,3061.45,Savings,0.0,-,38,Retired,Austin,2022-07,1,3061.45,0.0,-577
3,2022-06-21,2512.57,Healthcare,0.0,-,38,Retired,Austin,2022-06,1,2512.57,0.0,-595
3,2020-01-20,3253.32,Savings,0.0,-,38,Retired,Austin,2020-01,1,3253.32,0.0,-1478
3,2021-04-15,147.81,Rent,0.0,-,38,Retired,Austin,2021-04,1,147.81,0.0,-1027
3,2022-04-13,2197.99,Entertainment,0.0,-,38,Retired,Austin,2022-04,1,2197.99,0.0,-664
3,2021-07-28,4909.39,Rent,0.0,-,38,Retired,Austin,2021-07,1,4909.39,0.0,-923
3,2021-07-23,162.2,Savings,0.0,-,38,Retired,Austin,2021-07,1,162.2,0.0,-928
3,2021-11-12,4114.78,Entertainment,0.0,-,38,Retired,Austin,2021-11,1,4114.78,0.0,-816
3,2021-03-19,1639.99,Healthcare,0.0,-,38,Retired,Austin,2021-03,1,1639.99,0.0,-1054
3,2022-09-30,4826.61,Savings,0.0,-,38,Retired,Austin,2022-09,1,4826.61,0.0,-494
3,2022-02-12,267.89,Savings,0.0,-,38,Retired,Austin,2022-02,1,267.89,0.0,-724
3,2023-10-05,2707.77,Savings,0.0,-,38,Retired,Austin,2023-10,1,2707.77,0.0,-124
3,2021-10-17,4879.5,Savings,0.0,-,38,Retired,Austin,2021-10,1,4879.5,0.0,-842
3,2023-02-03,1621.55,Groceries,0.0,-,38,Retired,Austin,2023-02,1,1621.55,0.0,-368
3,2020-04-29,1361.45,Savings,0.0,-,38,Retired,Austin,2020-04,3,7056.66,0.0,-1378
3,2022-12-17,401.5,Healthcare,0.0,-,38,Retired,Austin,2022-12,1,401.5,0.0,-416
3,2024-02-06,4813.62,Groceries,0.0,-,38,Retired,Austin,2024-02,1,4813.62,0.0,0
3,2022-10-09,300.39,Rent,0.0,-,38,Retired,Austin,2022-10,1,300.39,0.0,-485
3,2021-05-27,2217.34,Groceries,0.0,-,38,Retired,Austin,2021-05,2,6891.06,0.0,-985
3,2021-05-02,4673.72,Groceries,0.0,-,38,Retired,Austin,2021-05,2,6891.06,0.0,-1010
3,2023-07-19,2588.31,Healthcare,0.0,-,38,Retired,Austin,2023-07,1,2588.31,0.0,-202
3,2022-02-28,3652.9,Entertainment,0.0,-,38,Retired,Austin,2022-02,1,3652.9,0.0,-708
3,2023-01-04,2834.53,Entertainment,0.0,-,38,Retired,Austin,2023-01,1,2834.53,0.0,-398
3,2022-09-23,609.62,Healthcare,0.0,-,38,Retired,Austin,2022-09,1,609.62,0.0,-501
3,2023-05-28,239.55,Groceries,0.0,-,38,Retired,Austin,2023-05,1,239.55,0.0,-254
3,2020-04-03,4278.75,Savings,0.0,-,38,Retired,Austin,2020-04,3,7056.66,0.0,-1404
3,2021-03-28,2376.13,Rent,0.0,-,38,Retired,Austin,2021-03,1,2376.13,0.0,-1045
3,2021-04-18,2463.16,Savings,0.0,-,38,Retired,Austin,2021-04,1,2463.16,0.0,-1024
3,2023-08-05,2328.72,Healthcare,0.0,-,38,Retired,Austin,2023-08,1,2328.72,0.0,-185
3,2020-01-23,249.81,Healthcare,0.0,-,38,Retired,Austin,2020-01,1,249.81,0.0,-1475
3,2023-01-28,236.07,Rent,0.0,-,38,Retired,Austin,2023-01,1,236.07,0.0,-374
3,2022-01-31,4667.85,Groceries,0.0,-,38,Retired,Austin,2022-01,1,4667.85,0.0,-736
3,2022-10-12,3296.88,Savings,0.0,-,38,Retired,Austin,2022-10,1,3296.88,0.0,-482
3,2022-11-05,362.14,Rent,0.0,-,38,Retired,Austin,2022-11,1,362.14,0.0,-458
3,2021-05-11,4337.32,Entertainment,0.0,-,38,Retired,Austin,2021-05,1,4337.32,0.0,-1001
3,2022-05-01,2881.62,Rent,0.0,-,38,Retired,Austin,2022-05,1,2881.62,0.0,-646
3,2021-01-14,651.22,Healthcare,0.0,-,38,Retired,Austin,2021-01,1,651.22,0.0,-1118
3,2021-11-21,4104.99,Savings,0.0,-,38,Retired,Austin,2021-11,1,4104.99,0.0,-807
3,2023-12-11,3260.91,Entertainment,0.0,-,38,Retired,Austin,2023-12,1,3260.91,0.0,-57
3,2020-10-11,356.11,Rent,0.0,-,38,Retired,Austin,2020-10,1,356.11,0.0,-1213
3,2023-06-30,481.27,Entertainment,0.0,-,38,Retired,Austin,2023-06,1,481.27,0.0,-221
3,2021-12-27,365.23,Healthcare,0.0,-,38,Retired,Austin,2021-12,1,365.23,0.0,-771
3,2022-08-27,126.13,Rent,0.0,-,38,Retired,Austin,2022-08,1,126.13,0.0,-528
3,2020-04-24,1416.46,Savings,0.0,-,38,Retired,Austin,2020-04,3,7056.66,0.0,-1383
3,2022-04-05,3486.72,Healthcare,0.0,-,38,Retired,Austin,2022-04,1,3486.72,0.0,-672
4,2023-01-03,4388.59,Savings,4388.59,-,58,Self-Employed,Austin,2023-01,1,4388.59,4388.59,-399
4,2021-12-29,4019.37,Groceries,1173.094,-,58,Self-Employed,Austin,2021-12,1,4019.37,5561.684,-769
4,2021-11-06,895.42,Groceries,456.75800000000004,-,58,Self-Employed,Austin,2021-11,1,895.42,6018.442,-822
4,2022-07-08,4036.11,Groceries,0.0,-,58,Self-Employed,Austin,2022-07,1,4036.11,6018.442,-578
4,2023-01-27,2068.96,Rent,0.0,-,58,Self-Employed,Austin,2023-01,1,2068.96,6018.442,-375
4,2022-10-05,3884.3,Healthcare,0.0,-,58,Self-Employed,Austin,2022-10,1,3884.3,6018.442,-489
4,2023-10-24,3402.43,Groceries,0.0,-,58,Self-Employed,Austin,2023-10,2,3826.06,6018.442,-105
4,2022-05-16,524.59,Groceries,0.0,-,58,Self-Employed,Austin,2022-05,1,524.59,6018.442,-631
4,2020-03-02,2487.84,Groceries,0.0,-,58,Self-Employed,Austin,2020-03,1,2487.84,6018.442,-1436
4,2023-09-27,1495.2,Entertainment,0.0,-,58,Self-Employed,Austin,2023-09,1,1495.2,6018.442,-132
4,2020-06-25,276.89,Healthcare,0.0,-,58,Self-Employed,Austin,2020-06,1,276.89,6018.442,-1321
4,2023-06-10,4237.24,Groceries,0.0,-,58,Self-Employed,Austin,2023-06,2,7717.34,6018.442,-241
4,2021-03-30,4784.44,Savings,0.0,-,58,Self-Employed,Austin,2021-03,1,4784.44,6018.442,-1043
4,2022-04-30,2470.2,Healthcare,0.0,-,58,Self-Employed,Austin,2022-04,1,2470.2,6018.442,-647
4,2022-12-28,1473.12,Groceries,0.0,-,58,Self-Employed,Austin,2022-12,1,1473.12,6018.442,-405
4,2022-08-05,3365.87,Savings,0.0,-,58,Self-Employed,Austin,2022-08,2,4777.88,6018.442,-550
4,2023-03-20,3908.67,Healthcare,0.0,-,58,Self-Employed,Austin,2023-03,3,9874.64,6018.442,-323
4,2022-12-01,4871.5,Rent,0.0,-,58,Self-Employed,Austin,2022-12,1,4871.5,6018.442,-432
4,2023-03-02,3687.81,Healthcare,0.0,-,58,Self-Employed,Austin,2023-03,3,9874.64,6018.442,-341
4,2020-08-22,3532.1,Savings,0.0,-,58,Self-Employed,Austin,2020-08,1,3532.1,6018.442,-1263
4,2022-10-29,3809.94,Savings,0.0,-,58,Self-Employed,Austin,2022-10,2,7218.33,6018.442,-465
4,2022-07-01,514.6,Healthcare,0.0,-,58,Self-Employed,Austin,2022-07,1,514.6,6018.442,-585
4,2023-04-06,373.09,Rent,0.0,-,58,Self-Employed,Austin,2023-04,2,3901.46,6018.442,-306
4,2022-03-05,3534.15,Healthcare,0.0,-,58,Self-Employed,Austin,2022-03,2,7990.950000000001,6018.442,-703
4,2020-01-29,433.34,Entertainment,0.0,-,58,Self-Employed,Austin,2020-01,1,433.34,6018.442,-1469
4,2023-10-20,1859.5,Savings,0.0,-,58,Self-Employed,Austin,2023-10,1,1859.5,6018.442,-109
4,2021-05-25,4539.39,Healthcare,0.0,-,58,Self-Employed,Austin,2021-05,1,4539.39,6018.442,-987
4,2023-03-01,1757.59,Savings,0.0,-,58,Self-Employed,Austin,2023-03,1,1757.59,6018.442,-342
4,2023-12-09,2413.52,Savings,0.0,-,58,Self-Employed,Austin,2023-12,1,2413.52,6018.442,-59
4,2023-04-20,3528.37,Rent,0.0,-,58,Self-Employed,Austin,2023-04,2,3901.46,6018.442,-292
4,2020-02-08,2177.91,Healthcare,0.0,-,58,Self-Employed,Austin,2020-02,1,2177.91,6018.442,-1459
4,2021-10-14,2031.96,Rent,0.0,-,58,Self-Employed,Austin,2021-10,1,2031.96,6018.442,-845
4,2021-04-20,3838.3,Groceries,0.0,-,58,Self-Employed,Austin,2021-04,1,3838.3,6018.442,-1022
4,2022-10-21,3408.39,Savings,0.0,-,58,Self-Employed,Austin,2022-10,2,7218.33,6018.442,-473
4,2020-07-08,2007.11,Savings,0.0,-,58,Self-Employed,Austin,2020-07,2,6603.5,6018.442,-1308
4,2023-10-24,423.63,Groceries,0.0,-,58,Self-Employed,Austin,2023-10,2,3826.06,6018.442,-105
4,2022-07-22,2187.32,Rent,0.0,-,58,Self-Employed,Austin,2022-07,1,2187.32,6018.442,-564
4,2021-11-15,4849.7,Healthcare,0.0,-,58,Self-Employed,Austin,2021-11,1,4849.7,6018.442,-813
4,2022-03-25,4456.8,Healthcare,0.0,-,58,Self-Employed,Austin,2022-03,2,7990.950000000001,6018.442,-683
4,2020-07-21,4596.39,Savings,0.0,-,58,Self-Employed,Austin,2020-07,2,6603.5,6018.442,-1295
4,2023-06-04,3480.1,Groceries,0.0,-,58,Self-Employed,Austin,2023-06,2,7717.34,6018.442,-247
4,2023-11-26,839.42,Groceries,0.0,-,58,Self-Employed,Austin,2023-11,1,839.42,6018.442,-72
4,2023-03-12,2278.16,Healthcare,0.0,-,58,Self-Employed,Austin,2023-03,3,9874.64,6018.442,-331
4,2023-07-06,4506.78,Groceries,0.0,-,58,Self-Employed,Austin,2023-07,1,4506.78,6018.442,-215
4,2022-08-28,1412.01,Savings,0.0,-,58,Self-Employed,Austin,2022-08,2,4777.88,6018.442,-527
4,2023-12-02,3104.46,Rent,0.0,-,58,Self-Employed,Austin,2023-12,1,3104.46,6018.442,-66
4,2023-10-03,3237.77,Rent,0.0,-,58,Self-Employed,Austin,2023-10,1,3237.77,6018.442,-126
4,2023-09-01,2922.44,Savings,0.0,-,58,Self-Employed,Austin,2023-09,1,2922.44,6018.442,-158
4,2022-05-18,4872.23,Entertainment,0.0,-,58,Self-Employed,Austin,2022-05,1,4872.23,6018.442,-629
4,2021-05-16,171.26,Groceries,0.0,-,58,Self-Employed,Austin,2021-05,1,171.26,6018.442,-996
5,2022-07-17,2061.92,Healthcare,0.0,-,40,Student,San Francisco,2022-07,1,2061.92,0.0,-569
5,2022-01-01,1362.08,Healthcare,0.0,-,40,Student,San Francisco,2022-01,1,1362.08,0.0,-766
5,2023-06-30,4703.25,Entertainment,0.0,-,40,Student,San Francisco,2023-06,1,4703.25,0.0,-221
5,2020-09-12,2910.0,Groceries,0.0,-,40,Student,San Francisco,2020-09,1,2910.0,0.0,-1242
5,2021-03-25,422.91,Rent,0.0,-,40,Student,San Francisco,2021-03,1,422.91,0.0,-1048
5,2023-06-28,235.64,Groceries,0.0,-,40,Student,San Francisco,2023-06,1,235.64,0.0,-223
5,2021-01-08,4054.66,Groceries,0.0,-,40,Student,San Francisco,2021-01,1,4054.66,0.0,-1124
5,2022-05-02,3750.4,Groceries,0.0,-,40,Student,San Francisco,2022-05,1,3750.4,0.0,-645
5,2022-04-06,4212.17,Healthcare,0.0,-,40,Student,San Francisco,2022-04,1,4212.17,0.0,-671
5,2020-04-14,2079.95,Groceries,0.0,-,40,Student,San Francisco,2020-04,1,2079.95,0.0,-1393
5,2021-02-08,291.31,Savings,0.0,-,40,Student,San Francisco,2021-02,1,291.31,0.0,-1093
5,2021-12-09,4998.59,Entertainment,0.0,-,40,Student,San Francisco,2021-12,1,4998.59,0.0,-789
5,2023-12-31,2929.9,Healthcare,0.0,-,40,Student,San Francisco,2023-12,1,2929.9,0.0,-37
5,2021-11-07,3787.84,Entertainment,0.0,-,40,Student,San Francisco,2021-11,1,3787.84,0.0,-821
5,2023-03-14,1213.01,Groceries,0.0,-,40,Student,San Francisco,2023-03,1,1213.01,0.0,-329
5,2020-01-01,4770.71,Healthcare,0.0,-,40,Student,San Francisco,2020-01,1,4770.71,0.0,-1497
5,2024-01-09,4392.32,Rent,0.0,-,40,Student,San Francisco,2024-01,1,4392.32,0.0,-28
5,2023-10-03,1350.68,Rent,0.0,-,40,Student,San Francisco,2023-10,1,1350.68,0.0,-126
5,2020-09-06,2606.34,Entertainment,0.0,-,40,Student,San Francisco,2020-09,1,2606.34,0.0,-1248
5,2023-08-22,4262.39,Savings,0.0,-,40,Student,San Francisco,2023-08,1,4262.39,0.0,-168
5,2021-01-23,451.16,Entertainment,0.0,-,40,Student,San Francisco,2021-01,1,451.16,0.0,-1109
5,2021-02-04,678.74,Healthcare,0.0,-,40,Student,San Francisco,2021-02,1,678.74,0.0,-1097
5,2022-05-02,3200.41,Entertainment,0.0,-,40,Student,San Francisco,2022-05,1,3200.41,0.0,-645
5,2021-03-10,4516.72,Savings,0.0,-,40,Student,San Francisco,2021-03,1,4516.72,0.0,-1063
5,2022-01-07,1759.43,Rent,0.0,-,40,Student,San Francisco,2022-01,1,1759.43,0.0,-760
5,2022-03-08,2778.53,Entertainment,0.0,-,40,Student,San Francisco,2022-03,1,2778.53,0.0,-700
5,2021-03-22,3634.72,Groceries,0.0,-,40,Student,San Francisco,2021-03,1,3634.72,0.0,-1051
5,2020-06-14,2260.04,Savings,0.0,-,40,Student,San Francisco,2020-06,1,2260.04,0.0,-1332
5,2021-06-25,3114.21,Entertainment,0.0,-,40,Student,San Francisco,2021-06,1,3114.21,0.0,-956
5,2020-03-21,4748.11,Savings,0.0,-,40,Student,San Francisco,2020-03,1,4748.11,0.0,-1417
5,2020-05-17,4633.67,Rent,0.0,-,40,Student,San Francisco,2020-05,1,4633.67,0.0,-1360
5,2022-02-23,1298.64,Healthcare,0.0,-,40,Student,San Francisco,2022-02,1,1298.64,0.0,-713
5,2021-06-29,3107.82,Rent,0.0,-,40,Student,San Francisco,2021-06,1,3107.82,0.0,-952
5,2020-07-23,1053.56,Entertainment,0.0,-,40,Student,San Francisco,2020-07,1,1053.56,0.0,-1293
5,2020-04-20,653.11,Entertainment,0.0,-,40,Student,San Francisco,2020-04,1,653.11,0.0,-1387
5,2023-10-29,3491.36,Savings,0.0,-,40,Student,San Francisco,2023-10,1,3491.36,0.0,-100
5,2020-12-25,3485.54,Groceries,0.0,-,40,Student,San Francisco,2020-12,1,3485.54,0.0,-1138
5,2023-05-03,4372.84,Entertainment,0.0,-,40,Student,San Francisco,2023-05,1,4372.84,0.0,-279
5,2020-04-02,4865.82,Healthcare,0.0,-,40,Student,San Francisco,2020-04,1,4865.82,0.0,-1405
5,2021-09-25,1127.01,Healthcare,0.0,-,40,Student,San Francisco,2021-09,1,1127.01,0.0,-864
5,2022-10-25,1731.96,Rent,0.0,-,40,Student,San Francisco,2022-10,1,1731.96,0.0,-469
5,2021-06-17,452.63,Groceries,0.0,-,40,Student,San Francisco,2021-06,1,452.63,0.0,-964
5,2021-10-06,2309.29,Rent,0.0,-,40,Student,San Francisco,2021-10,1,2309.29,0.0,-853
5,2022-12-05,1827.71,Rent,0.0,-,40,Student,San Francisco,2022-12,1,1827.71,0.0,-428
5,2023-01-01,470.53,Groceries,0.0,-,40,Student,San Francisco,2023-01,1,470.53,0.0,-401
5,2020-08-01,417.98,Entertainment,0.0,-,40,Student,San Francisco,2020-08,1,417.98,0.0,-1284
5,2022-04-10,1892.66,Groceries,0.0,-,40,Student,San Francisco,2022-04,1,1892.66,0.0,-667
5,2022-11-15,4342.82,Groceries,0.0,-,40,Student,San Francisco,2022-11,1,4342.82,0.0,-448
